sample_id,attack_name,target_model,label_true,pred_clean_target,pred_adv_target,is_transfer_success
0,slide,tabnet,0,0,0,False
1,slide,tabnet,0,0,0,False
2,slide,tabnet,1,1,0,True
3,slide,tabnet,3,3,3,False
4,slide,tabnet,3,3,1,True
5,slide,tabnet,3,3,1,True
6,slide,tabnet,1,3,3,True
7,slide,tabnet,3,3,1,True
8,slide,tabnet,0,0,0,False
9,slide,tabnet,1,1,1,False
10,slide,tabnet,2,2,2,False
11,slide,tabnet,3,3,3,False
12,slide,tabnet,1,1,1,False
13,slide,tabnet,0,0,0,False
14,slide,tabnet,0,0,0,False
15,slide,tabnet,1,1,1,False
16,slide,tabnet,0,0,0,False
17,slide,tabnet,1,1,1,False
18,slide,tabnet,1,1,3,True
19,slide,tabnet,2,2,2,False
20,slide,tabnet,1,1,0,True
21,slide,tabnet,1,1,3,True
22,slide,tabnet,0,0,0,False
23,slide,tabnet,1,1,1,False
24,slide,tabnet,3,3,1,True
25,slide,tabnet,0,0,0,False
26,slide,tabnet,3,3,3,False
27,slide,tabnet,1,1,1,False
28,slide,tabnet,0,0,0,False
29,slide,tabnet,0,0,0,False
30,slide,tabnet,2,2,2,False
31,slide,tabnet,3,3,1,True
32,slide,tabnet,1,2,2,True
33,slide,tabnet,0,0,0,False
34,slide,tabnet,1,1,0,True
35,slide,tabnet,1,1,1,False
36,slide,tabnet,1,1,3,True
37,slide,tabnet,1,1,1,False
38,slide,tabnet,1,1,1,False
39,slide,tabnet,0,0,0,False
40,slide,tabnet,1,1,1,False
41,slide,tabnet,1,1,1,False
42,slide,tabnet,0,0,0,False
43,slide,tabnet,0,0,0,False
44,slide,tabnet,0,0,0,False
45,slide,tabnet,1,1,1,False
46,slide,tabnet,1,1,0,True
47,slide,tabnet,0,0,0,False
48,slide,tabnet,2,2,2,False
49,slide,tabnet,1,1,1,False
50,slide,tabnet,0,0,0,False
51,slide,tabnet,3,3,1,True
52,slide,tabnet,1,1,1,False
53,slide,tabnet,0,0,0,False
54,slide,tabnet,3,3,1,True
55,slide,tabnet,1,1,3,True
56,slide,tabnet,1,1,1,False
57,slide,tabnet,0,0,0,False
58,slide,tabnet,3,3,1,True
59,slide,tabnet,0,0,0,False
60,slide,tabnet,1,1,1,False
61,slide,tabnet,1,1,0,True
62,slide,tabnet,0,0,0,False
63,slide,tabnet,3,1,1,True
64,slide,tabnet,0,0,0,False
65,slide,tabnet,0,0,0,False
66,slide,tabnet,3,3,3,False
67,slide,tabnet,1,1,1,False
68,slide,tabnet,1,1,0,True
69,slide,tabnet,1,1,3,True
70,slide,tabnet,3,3,3,False
71,slide,tabnet,1,1,3,True
72,slide,tabnet,0,0,0,False
73,slide,tabnet,0,0,0,False
74,slide,tabnet,0,0,0,False
75,slide,tabnet,1,1,1,False
76,slide,tabnet,1,1,0,True
77,slide,tabnet,2,2,2,False
78,slide,tabnet,2,2,2,False
79,slide,tabnet,0,0,0,False
80,slide,tabnet,0,0,0,False
81,slide,tabnet,3,3,1,True
82,slide,tabnet,1,1,1,False
83,slide,tabnet,1,1,1,False
84,slide,tabnet,3,3,1,True
85,slide,tabnet,0,0,0,False
86,slide,tabnet,1,1,0,True
87,slide,tabnet,0,0,0,False
88,slide,tabnet,1,1,1,False
89,slide,tabnet,1,1,3,True
90,slide,tabnet,1,1,1,False
91,slide,tabnet,2,2,2,False
92,slide,tabnet,1,0,0,True
93,slide,tabnet,1,1,3,True
94,slide,tabnet,2,2,1,True
95,slide,tabnet,0,0,0,False
96,slide,tabnet,0,0,0,False
97,slide,tabnet,1,1,1,False
98,slide,tabnet,3,3,3,False
99,slide,tabnet,1,1,1,False
100,slide,tabnet,1,1,1,False
101,slide,tabnet,3,3,3,False
102,slide,tabnet,0,0,1,True
103,slide,tabnet,2,2,1,True
104,slide,tabnet,1,1,1,False
105,slide,tabnet,2,2,2,False
106,slide,tabnet,1,1,3,True
107,slide,tabnet,0,1,1,True
108,slide,tabnet,1,1,1,False
109,slide,tabnet,1,1,1,False
110,slide,tabnet,0,0,0,False
111,slide,tabnet,1,1,0,True
112,slide,tabnet,3,3,1,True
113,slide,tabnet,1,1,0,True
114,slide,tabnet,1,1,1,False
115,slide,tabnet,0,0,0,False
116,slide,tabnet,0,0,0,False
117,slide,tabnet,0,0,0,False
118,slide,tabnet,2,2,2,False
119,slide,tabnet,1,1,1,False
