2026-04-11 17:04:21 | INFO | load_raw | Loaded NSL-KDD from data\nsl_kdd\raw\KDDTest+.txt shape=(22544, 44)
2026-04-11 17:05:52 | INFO | load_raw | Loaded NSL-KDD from data\nsl_kdd\raw\KDDTest+.txt shape=(22544, 44)
2026-04-11 17:06:34 | INFO | load_raw | Loaded NSL-KDD from data\nsl_kdd\raw\KDDTest+.txt shape=(22544, 44)
2026-04-12 11:46:51 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 11:46:51 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 3)
2026-04-12 11:46:53 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 11:46:53 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 3)
2026-04-12 11:56:59 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 11:56:59 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 3)
2026-04-12 11:57:24 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 11:57:24 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 3)
2026-04-12 11:57:26 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 11:57:26 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 3)
2026-04-12 11:58:14 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 11:58:14 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 3)
2026-04-12 12:04:14 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 12:04:14 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 47)
2026-04-12 12:04:47 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 12:04:47 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 47)
2026-04-12 12:05:29 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 12:05:29 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 47)
2026-04-12 12:05:33 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 12:05:33 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 47)
2026-04-12 12:17:02 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 12:17:02 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 47)
2026-04-12 12:17:05 | INFO | load_raw | Loaded UNSW-NB15 official split from data\unsw_nb15\raw\UNSW_NB15_training-set.csv and data\unsw_nb15\raw\UNSW_NB15_testing-set.csv
2026-04-12 12:17:05 | INFO | load_raw | Loaded UNSW-NB15 shape=(257673, 47)
